Title,Department,Location,Salary,Closing Date,UID,URL,Full Ad Text,scraped_date
MPP USVF Asst Project Manager - Surety,Ministry of Defence,"RAF Lakenheath, Suffolk, IP27 9PN","35,290",2024-01-12,331670,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkxOTcwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTQ3JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NjU2LWVmYjFkZjhmYmMyYjMyODdhYWRhZGFmYWM3NTU3MmU2NzMxNzYxNTI=,,
** Immigration Enforcement - ICE ROM North - Immigration Officer,Home Office,Sandford House - Solihull,"28,000",2024-01-30,331671,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT03NyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkyOTM2JnJlcXNpZz0xNzA0MjI5NzcxLWJjMzNhZmFlYjRhYWIwZWNhNTk0YmIxZmY1ZTUzYmY4ODUwMmM2ZjE=,,
Commercial Lead,UK Space Agency,"Didcot, South East England, OX11 0QR : Swindon, South West England, SN2 1SZ : City of Westminster, London (region), SW1H 0NB","50,305",2024-01-07,331674,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIzJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODkxMjk0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NTY0LTJjNzVlYzllMmU3MWQzMzVhZTM2N2MxMjQ3ZGFmYTQxMWFhNTgxOGI=,,
RAF - Financial Management Reporting - Executive Officer,Ministry of Defence,RAF High Wycombe,"28,300",2024-01-22,331676,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg5MTc3MCZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTczJnJlcXNpZz0xNzA0MjI5NzU1LTZiZGZjMTVjODFkMzE0OTQ1N2QyYjAyNWY3NzE5MjVkY2NmMDQ0N2Q=,,
Project Control Officer,FCDO Services,"Hanslope, South East England, MK19 7BH","28,392",2024-01-07,331677,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEyMzkmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTIzJnJlcXNpZz0xNzA0MjI5NTY0LTJjNzVlYzllMmU3MWQzMzVhZTM2N2MxMjQ3ZGFmYTQxMWFhNTgxOGI=,,
Commercial Business Support,UK Health Security Agency,National,"25,976",2024-01-07,331678,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIzJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODkxMjQxJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NTY0LTJjNzVlYzllMmU3MWQzMzVhZTM2N2MxMjQ3ZGFmYTQxMWFhNTgxOGI=,,
HR Systems and Insights Lead,FCDO Services,"Hanslope, South East England, MK19 7BH","40,755",2024-01-08,331681,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MTI0NCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNocGFnZT0zNCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjA2LWM3MTEwY2VhZDIzN2Q4YjMxMmNkMGMwMDEwNWE4YzY3ZGZlZGRkMjI=,,
Digital Contracts and Resourcing Lead ,Department for Energy Security & Net Zero,"Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","50,305",2024-01-14,331687,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01MCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI0Nzkmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjY3LTlhMTNjZDY5MGNkMzZmY2U5OWY2ZmMwMTJlY2M1N2Q0YzYzNmNiZTg=,,
Risk Manager,Government Property Agency,"Birmingham, Leeds, Manchester, Nottingham","39,100",2024-01-14,331688,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxNjI0JnNlYXJjaHBhZ2U9NTMmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5Njc4LTc1YTUzNTE5MDhlNTMwZjQwYWRiOWNiM2JmZTEwNTcyMzFiMGZmOTQ=,,
Navy Command - Project Assurance Manager ,Ministry of Defence,"INFRA, HM Naval Base Portsmouth","35,290",2024-01-19,331691,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxNjQ3JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9Njcmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzMyLWNiYWE5Nzk2N2Y3NmJjYzk1ZTBjOGZjZDVkZjViNjE0MzIwNDBlYWY=,,
Directorate Support and Performance Lead,Department for Education,"Bristol, South West England, BS2 0EL : Coventry, West Midlands (England), CV1 2WT : Darlington, North East England, DL1 5QE : Manchester, North West England, M1 2WD : Nottingham, East Midlands (England), ... see the job advert for full location information","32,222",2024-01-07,331696,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JmpvYmxpc3Rfdmlld192YWM9MTg5MTQ3OSZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTIyJnJlcXNpZz0xNzA0MjI5NTYxLWU3YThhM2UzNTU2NmEyMjAyNDBjZjkzYjVjMzFkM2FiMzRmNDBmNjA=,,
DIO - System and Tools Lead,Ministry of Defence,"Andover, SP11 8HJ; Lichfield, WS14 9PY; Catterick, DL9 3LR; Glasgow, G2 8EX; Portsmouth, PO1 3NH","43,080",2024-01-14,331699,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkxNTkzJnNlYXJjaHBhZ2U9NTMmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5Njc4LTc1YTUzNTE5MDhlNTMwZjQwYWRiOWNiM2JmZTEwNTcyMzFiMGZmOTQ=,,
Fiscal Events Team Leaders,Department for Work and Pensions,"Leeds, Quarry House, LS2 7UA: London, Caxton House, SW1H 9NA; Sheffield, King’s Court, S3 7UF. No other locations will be considered. For all locations, travel to other sites may be required.","69,869",2024-01-10,331710,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTQwJmpvYmxpc3Rfdmlld192YWM9MTg5MjI4MiZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjI5LWZlNDg4MzVlMTJmYzBjMzNjM2E5N2FjZTFhZTE2YTNiNTI3MDQzZDg=,,
Deputy Director - Deputy Programme Manager,Home Office,Bristol,"75,000",2024-01-21,331713,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9NzAmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTIwMjAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NzQ0LTgzMzlhMTMwZjViZWJkYWZkZjM3OTliNTQwMTQyNWFkNDdkYWM0NWU=,,
Forest Works Supervisor - East Devon,Forestry Commission,"Smokey Bottom office, Staple Fitzpaine, nr Taunton, Somerset","26,534",2024-01-09,331717,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTM4JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkxNzkzJnJlcXNpZz0xNzA0MjI5NjIxLTg3NjJlMDkzNGI3YmU4Mzg4YWIyY2IzNDZjZjhlZDUxMDI4MGNiMGU=,,
Royal Navy Appraisals Support Manager,Ministry of Defence,"HMNB Clyde, Faslane, Helensburgh.","28,300",2024-01-07,331722,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIxJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkxNjI5JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NTU3LWY0ZTVjYzg2YzliNmY5MDIxY2ZjNzEyODcyNjIxN2VmNjcwZmRmM2E=,,
Food Policy Adviser,Food Standards Agency,"We offer great flexible working opportunities, and have offices in Belfast, Cardiff or York. Please be aware that this role can only be worked within the UK and not overseas. Travel across UK (and occasionally ... see the job advert for full location information","32,505",2024-01-07,331723,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0yMiZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTU2NiZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NTYxLWU3YThhM2UzNTU2NmEyMjAyNDBjZjkzYjVjMzFkM2FiMzRmNDBmNjA=,,
Ministry of Defence Press Officer (3 Positions),Ministry of Defence,"Ministry of Defence Main Building, London","35,290",2024-01-17,331724,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTMwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NjQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzIxLTlkNGI1NTFjZmUxN2QzMGU4ZTBjMGQ5YWYxODIyOGYxODI1ZWNiZmU=,,
European Space Agency Policy Manager,UK Space Agency,"Didcot, South East England, OX11 0QR","37,470",2024-01-15,331726,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JmpvYmxpc3Rfdmlld192YWM9MTg5MTY5MyZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTU5JnJlcXNpZz0xNzA0MjI5NzAyLTBmMjVjYzRhNWFhZGU0NjZhODRkODQ2NzgxMTljZWEyNDE4NjYxNDk=,,
Case Administrator (Ref: 82442),HM Prison & Probation Service,"This position is based at NPS COOPS BUSINESS CENTRE WIGAN, WN1 1HR, NPS PROBATION OFFICE ATHERTON, M29 0JU","20,126",2024-01-08,331730,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHBhZ2U9MzQmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEyNzcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NjA2LWM3MTEwY2VhZDIzN2Q4YjMxMmNkMGMwMDEwNWE4YzY3ZGZlZGRkMjI=,,
Forestry Works Supervisor (x2),Forestry Commission,"One post will be based at Forestry England, Bucks Horn Oak, Farnham, Surrey, GU10 4LS. It will cover the Chiddingfold Beat in the South Forest District. The second post will be based at Forestry England, ... see the job advert for full location information","26,534",2024-01-21,331733,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MTUwNiZzZWFyY2hwYWdlPTcwJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzQ0LTgzMzlhMTMwZjViZWJkYWZkZjM3OTliNTQwMTQyNWFkNDdkYWM0NWU=,,
**Immigration Enforcement - International and Returns Service Command - Charters Admin Support,Home Office,Lunar House - Croydon,"28,800",2024-01-22,331735,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTcyJm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODkyOTM3JnJlcXNpZz0xNzA0MjI5NzUyLTRjYzMyOWM0ZWZhMDhlM2EzMzNjMWU1N2U0YjlkZGI2MTE1YmYzMjI=,,
Performance and Improvement Support Apprenticeship,Department for Education,"Bristol, South West England, BS2 0EL : Coventry, West Midlands (England), CV1 2WT : Darlington, North East England, DL1 5QE : Manchester, North West England, M1 2WD : Nottingham, East Midlands (England), ... see the job advert for full location information","27,790",2024-01-07,331745,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkyNDA5Jm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTE5JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NTQ5LWY5N2U1OGI1YzhmMTQzMzI2ODI2NmIyMTViMTJiMGVhM2I5M2UzMTg=,,
Events Officer (External Affairs Team),UK Space Agency,"Didcot, South East England, OX11 0QR","31,120",2024-01-15,331746,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg5MTM4NCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT02MCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NzA2LTAxN2FhYjFjMzUyYjg0ZGQ5ODQ3Y2RjYjYyYmNhMWNmNjg0MmE0NGI=,,
Deputy Directors in Immunisation,UK Health Security Agency,London,"99,891",2024-01-15,331747,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JmpvYmxpc3Rfdmlld192YWM9MTg5MjAwNSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT01OSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NzAyLTBmMjVjYzRhNWFhZGU0NjZhODRkODQ2NzgxMTljZWEyNDE4NjYxNDk=,,
Treatment Manager (Ref: 82456),HM Prison & Probation Service,"This position is based at HMYOI AYLESBURY AYLESBURY, HP20 1EH","33,104",2024-01-09,331751,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkxMjk3Jm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0zOCZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NjIxLTg3NjJlMDkzNGI3YmU4Mzg4YWIyY2IzNDZjZjhlZDUxMDI4MGNiMGU=,,
Portfolio Risk and Stakeholder Manager,Department of Health and Social Care,"Leeds, London","40,025",2024-01-07,331752,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0yMiZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTU0MyZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NTYxLWU3YThhM2UzNTU2NmEyMjAyNDBjZjkzYjVjMzFkM2FiMzRmNDBmNjA=,,
Client and Sponsorship Delivery,Department for Transport,"Birmingham, Leeds, London","40,808",2024-01-14,331755,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTUxJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg5MjA3MSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjcxLTA0MzhhNjczZTEyYjYwYjkxMDhmYjAyNWJmZTlhMDc1ZGQxYjZjNDE=,,
"Chief Communications Officer – Sport, Gambling, Civil Society and Youth","Department for Culture, Media and Sport","City of Westminster, London (region), SW1A 2BQ","54,769",2024-01-14,331759,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01MCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI0NjMmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjY3LTlhMTNjZDY5MGNkMzZmY2U5OWY2ZmMwMTJlY2M1N2Q0YzYzNmNiZTg=,,
Immigration Enforcement - Detention Services - Workforce Planning Manager ,Home Office,"Dallas Court - Salford, General Buildings - Cardiff, Smithfield Two - Stoke on Trent, The Capital - Liverpool","34,350",2024-01-18,331767,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTY2JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODkyMjQ3JnJlcXNpZz0xNzA0MjI5NzI4LTlhYWFmZDlmOWEzZjczYWYxYWY4NTNmYmMzOWRjZGRlMWM2OGJmOTg=,,
Cyber Security Policy Lead,"Foreign, Commonwealth & Development Office","East Kilbride, London, Milton Keynes","53,000",2024-01-15,331768,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02MCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkxNTI2JnJlcXNpZz0xNzA0MjI5NzA2LTAxN2FhYjFjMzUyYjg0ZGQ5ODQ3Y2RjYjYyYmNhMWNmNjg0MmE0NGI=,,
"CPRD Principal Infrastructure Operations Engineer- £70,011 p.a. + benefits",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London","70,011",2024-01-08,331769,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxNzY3Jm93bmVyPTUwNzAwMDAmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmc2VhcmNocGFnZT0zMiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NTk5LTFiMDFiMTNkZjc5YjhhYmQzZDg0NDMyZGQ4YjVhNjdkZDRlNzBlODg=,,
DDaT Quality Assurance & Test (QAT) - Lead Test Engineer,Home Office,"Croydon, Sheffield, Manchester (All QAT roles require flexibility of location, including working from supplier sites and other business locations across the UK and occasionally abroad).","57,000",2024-01-14,331772,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ5JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTI4NzImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjYzLWQwM2EyMzZhMzYzODUwMzg4N2Y4NzFlYmEzNmIzMGNhNmE2ZGVkODI=,,
Management Accountant (Welsh Language Skills – Level 4),Welsh Parliament,"This role is an agile role. It includes a mixture of working on the Senedd estate, working from home, or a hybrid of on-site and remote working, subject to business needs. Your work may also require you ... see the job advert for full location information","43,693",2024-01-14,331773,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTU0JmpvYmxpc3Rfdmlld192YWM9MTg5MTMxNiZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjgzLTVjNWUzNGFlMWQzNGY0NjkzN2MwMDcyYjNkODY2ZTRiMDE0MjM2OGU=,,
"National Security Division Specialist Probation Practitioner - London, Kent, Surrey & Sussex (Ref: 82506)",HM Prison & Probation Service,"This position is based at NPS MITRE HOUSE LONDON, SE1 1JD","38,857",2024-01-15,331777,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkxMzE5JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTYwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NzA2LTAxN2FhYjFjMzUyYjg0ZGQ5ODQ3Y2RjYjYyYmNhMWNmNjg0MmE0NGI=,,
